time	V(buffer_out)
4.022664285714311e-007	6.043919e-001
4.022992857142883e-007	6.044072e-001
4.023321428571455e-007	6.044225e-001
4.023650000000026e-007	6.044378e-001
4.023935714285741e-007	6.044511e-001
4.024221428571456e-007	6.044644e-001
4.024507142857170e-007	6.044776e-001
4.024792857142885e-007	6.044908e-001
4.025078571428599e-007	6.045040e-001
4.025364285714314e-007	6.045172e-001
4.025650000000029e-007	6.045303e-001
4.025878571428600e-007	6.045408e-001
4.026107142857172e-007	6.045513e-001
4.026335714285744e-007	6.045618e-001
4.026564285714316e-007	6.045723e-001
4.026792857142887e-007	6.045827e-001
4.027021428571459e-007	6.045932e-001
4.027250000000031e-007	6.046036e-001
4.027521428571460e-007	6.046159e-001
4.027792857142888e-007	6.046283e-001
4.028064285714317e-007	6.046406e-001
4.028335714285746e-007	6.046529e-001
4.028607142857175e-007	6.046651e-001
4.028878571428604e-007	6.046774e-001
4.029150000000033e-007	6.046896e-001
4.029792857142890e-007	6.047184e-001
4.030435714285748e-007	6.047471e-001
4.031078571428606e-007	6.047756e-001
4.031721428571464e-007	6.048040e-001
4.032364285714322e-007	6.048323e-001
4.033007142857180e-007	6.048604e-001
4.033650000000038e-007	6.048883e-001
4.033950000000038e-007	6.049013e-001
4.034150000000038e-007	6.049099e-001
4.034350000000039e-007	6.049185e-001
4.034550000000039e-007	6.049271e-001
4.034750000000039e-007	6.049356e-001
4.034850000000039e-007	6.049399e-001
4.034950000000039e-007	6.049442e-001
4.035050000000039e-007	6.049485e-001
4.035150000000039e-007	6.049528e-001
4.035250000000040e-007	6.049570e-001
4.035350000000040e-007	6.049613e-001
4.035450000000040e-007	6.049655e-001
4.035550000000040e-007	6.049698e-001
4.035650000000040e-007	6.049740e-001
4.035850000000040e-007	6.049825e-001
4.036050000000040e-007	6.049910e-001
4.036250000000041e-007	6.049994e-001
4.036450000000041e-007	6.050078e-001
4.036650000000041e-007	6.050162e-001
4.036850000000041e-007	6.050246e-001
4.037050000000042e-007	6.050330e-001
4.037250000000042e-007	6.050413e-001
4.037450000000042e-007	6.050497e-001
4.037650000000042e-007	6.050580e-001
4.037750000000042e-007	6.050621e-001
4.037850000000043e-007	6.050662e-001
4.037950000000043e-007	6.050704e-001
4.038050000000043e-007	6.050745e-001
4.038150000000043e-007	6.050786e-001
4.038250000000043e-007	6.050828e-001
4.038350000000043e-007	6.050869e-001
4.038450000000043e-007	6.050910e-001
4.038550000000043e-007	6.050951e-001
4.038650000000043e-007	6.050992e-001
4.038750000000044e-007	6.051033e-001
4.038850000000044e-007	6.051074e-001
4.038950000000044e-007	6.051115e-001
4.039050000000044e-007	6.051155e-001
4.039150000000044e-007	6.051196e-001
4.039250000000044e-007	6.051237e-001
4.039350000000044e-007	6.051278e-001
4.039450000000044e-007	6.051318e-001
4.039550000000044e-007	6.051359e-001
4.039650000000045e-007	6.051399e-001
4.039750000000045e-007	6.051440e-001
4.039850000000045e-007	6.051480e-001
4.039950000000045e-007	6.051521e-001
4.040150000000045e-007	6.051601e-001
4.040450000000045e-007	6.051722e-001
4.040764285714332e-007	6.051847e-001
4.041078571428617e-007	6.051972e-001
4.041392857142904e-007	6.052096e-001
4.041707142857190e-007	6.052220e-001
4.042021428571476e-007	6.052344e-001
4.042335714285762e-007	6.052467e-001
4.042650000000048e-007	6.052589e-001
4.044178571428621e-007	6.053177e-001
4.045707142857194e-007	6.053750e-001
4.047235714285767e-007	6.054306e-001
4.048764285714341e-007	6.054848e-001
4.050292857142914e-007	6.055374e-001
4.051821428571487e-007	6.055884e-001
4.053350000000060e-007	6.056378e-001
4.054635714285776e-007	6.056780e-001
4.055921428571492e-007	6.057169e-001
4.057207142857207e-007	6.057545e-001
4.058492857142923e-007	6.057907e-001
4.059778571428639e-007	6.058256e-001
4.061064285714355e-007	6.058592e-001
4.062350000000070e-007	6.058914e-001
4.063478571428643e-007	6.059186e-001
4.064607142857216e-007	6.059446e-001
4.065735714285788e-007	6.059695e-001
4.066864285714361e-007	6.059932e-001
4.067992857142934e-007	6.060158e-001
4.069121428571507e-007	6.060373e-001
4.070250000000079e-007	6.060576e-001
4.071264285714366e-007	6.060749e-001
4.072278571428653e-007	6.060913e-001
4.073292857142940e-007	6.061067e-001
4.074307142857227e-007	6.061211e-001
4.075321428571514e-007	6.061346e-001
4.076335714285800e-007	6.061472e-001
4.077350000000087e-007	6.061587e-001
4.078521428571517e-007	6.061709e-001
4.079692857142947e-007	6.061817e-001
4.080864285714377e-007	6.061913e-001
4.082035714285807e-007	6.061995e-001
4.083207142857237e-007	6.062065e-001
4.084378571428666e-007	6.062121e-001
4.085550000000097e-007	6.062165e-001
4.086050000000097e-007	6.062179e-001
4.086550000000098e-007	6.062192e-001
4.087050000000098e-007	6.062201e-001
4.087550000000099e-007	6.062209e-001
4.088050000000099e-007	6.062214e-001
4.088550000000100e-007	6.062217e-001
4.089050000000101e-007	6.062217e-001
4.089150000000101e-007	6.062217e-001
4.090450000000102e-007	6.062205e-001
4.091750000000104e-007	6.062178e-001
4.093050000000105e-007	6.062136e-001
4.094350000000107e-007	6.062077e-001
4.095650000000108e-007	6.062003e-001
4.096950000000110e-007	6.061913e-001
4.098250000000111e-007	6.061807e-001
4.099992857142970e-007	6.061641e-001
4.101735714285829e-007	6.061449e-001
4.103478571428688e-007	6.061230e-001
4.105221428571548e-007	6.060985e-001
4.106964285714407e-007	6.060714e-001
4.108707142857266e-007	6.060416e-001
4.110450000000125e-007	6.060092e-001
4.112507142857270e-007	6.059676e-001
4.114564285714415e-007	6.059228e-001
4.116621428571561e-007	6.058749e-001
4.118678571428705e-007	6.058238e-001
4.120735714285851e-007	6.057695e-001
4.122792857142996e-007	6.057120e-001
4.124850000000141e-007	6.056513e-001
4.126950000000144e-007	6.055863e-001
4.129050000000146e-007	6.055187e-001
4.131150000000148e-007	6.054485e-001
4.133250000000151e-007	6.053756e-001
4.135350000000153e-007	6.053000e-001
4.137450000000155e-007	6.052219e-001
4.139550000000158e-007	6.051410e-001
4.143378571428733e-007	6.049868e-001
4.147207142857309e-007	6.048271e-001
4.151035714285885e-007	6.046618e-001
4.154864285714461e-007	6.044911e-001
4.158692857143037e-007	6.043150e-001
4.162521428571613e-007	6.041333e-001
4.166350000000188e-007	6.039461e-001
4.169935714285906e-007	6.037681e-001
4.173521428571625e-007	6.035883e-001
4.177107142857343e-007	6.034067e-001
4.180692857143062e-007	6.032234e-001
4.184278571428780e-007	6.030383e-001
4.187864285714498e-007	6.028514e-001
4.191450000000217e-007	6.026629e-001
4.191550000000217e-007	6.026576e-001
4.194264285714473e-007	6.025148e-001
4.196978571428730e-007	6.023720e-001
4.199692857142986e-007	6.022292e-001
4.202407142857242e-007	6.020864e-001
4.205121428571499e-007	6.019436e-001
4.207835714285755e-007	6.018008e-001
4.210550000000012e-007	6.016580e-001
4.211564285714299e-007	6.016048e-001
4.212578571428585e-007	6.015517e-001
4.213592857142872e-007	6.014986e-001
4.214607142857159e-007	6.014457e-001
4.215621428571446e-007	6.013928e-001
4.216635714285733e-007	6.013400e-001
4.217650000000020e-007	6.012873e-001
4.217950000000020e-007	6.012717e-001
