time	V(buffer_out)
8.843978571428390e-007	6.023351e-001
8.844392857142674e-007	6.023402e-001
8.844807142856957e-007	6.023451e-001
8.845221428571241e-007	6.023500e-001
8.845635714285526e-007	6.023548e-001
8.846049999999809e-007	6.023595e-001
8.846635714285522e-007	6.023660e-001
8.847221428571233e-007	6.023723e-001
8.847807142856945e-007	6.023784e-001
8.848392857142657e-007	6.023843e-001
8.848978571428369e-007	6.023900e-001
8.849564285714080e-007	6.023955e-001
8.850149999999792e-007	6.024008e-001
8.851035714285503e-007	6.024085e-001
8.851921428571213e-007	6.024158e-001
8.852807142856924e-007	6.024225e-001
8.853692857142635e-007	6.024288e-001
8.854578571428346e-007	6.024346e-001
